Pos,Player,Team,Matches,Innings,Not Outs,Runs,HS,Avg,BF,SR,100s,50s,4s,6s,Season
23,Rishabh PantDC,KKR,340,14,13,2,44,30.91,224,151.78,0,0,35,16,2022
24,Andre RussellKKR,RCB,335,14,12,3,70*,37.22,192,174.47,0,1,18,32,2022
25,Rajat PatidarRCB,RCB,333,8,7,1,112*,55.5,218,152.75,1,2,27,18,2022
26,Dinesh KarthikRCB,GT,330,16,16,10,66*,55,180,183.33,0,1,27,22,2022
27,Wriddhiman SahaGT,RR,317,11,11,1,68,31.7,259,122.39,0,3,40,7,2022
28,Shimron HetmyerRR,SRH,314,15,15,8,59*,44.86,204,153.92,0,1,21,21,2022
29,Nicholas PooranSRH,MI,306,14,13,5,64*,38.25,212,144.33,0,2,16,21,2022
30,Suryakumar YadavMI,RCB,303,8,8,1,68*,43.29,208,145.67,0,3,23,16,2022
31,Glenn MaxwellRCB,CSK,301,13,13,2,55,27.36,178,169.1,0,1,31,15,2022
32,Shivam DubeCSK,DC,289,11,11,1,95*,28.9,185,156.21,0,2,22,16,2022
33,Prithvi ShawDC,CSK,283,10,10,0,61,28.3,185,152.97,0,2,37,10,2022
34,Ambati RayuduCSK,MI,274,13,11,0,78,24.91,224,122.32,0,1,25,15,2022
35,Rohit SharmaMI,RR,268,14,14,0,48,19.14,223,120.17,0,0,28,13,2022
36,Yashasvi JaiswalRR,PBKS,258,10,10,0,68,25.8,194,132.98,0,2,28,10,2022
37,Jonny BairstowPBKS,CSK,253,11,11,0,66,23,175,144.57,0,2,34,9,2022
38,Devon ConwayCSK,DC,252,7,7,1,87,42,173,145.66,0,3,22,12,2022
39,Mitchell MarshDC,DC,251,8,8,0,89,31.38,189,132.8,0,2,19,14,2022
40,Rovman PowellDC,CSK,250,14,12,2,67*,25,167,149.7,0,1,10,22,2022
41,Moeen AliCSK,PBKS,244,10,10,0,93,24.4,177,137.85,0,1,24,11,2022
42,Jitesh SharmaPBKS,CSK,234,12,10,2,44,29.25,143,163.63,0,0,22,12,2022
43,MS DhoniCSK,CSK,232,14,13,6,50*,33.14,188,123.4,0,1,21,10,2022
44,Robin UthappaCSK,RCB,230,12,11,0,88,20.91,171,134.5,0,2,19,14,2022
45,Shahbaz AhmedRCB,GT,219,16,11,3,45,27.38,181,120.99,0,0,14,9,2022
46,Rahul TewatiaGT,SRH,217,16,12,5,43*,31,147,147.61,0,0,22,9,2022
47,Kane WilliamsonSRH,PBKS,216,13,13,2,57,19.64,231,93.5,0,1,16,8,2022
48,Bhanuka RajapaksaPBKS,PBKS,206,9,9,0,43,22.89,129,159.68,0,0,16,13,2022
49,Mayank AgarwalPBKS,RR,196,13,12,0,52,16.33,160,122.5,0,1,23,6,2022
50,Ravichandran AshwinRR,MI,191,17,12,5,50,27.29,135,141.48,0,1,14,9,2022
51,Tim DavidMI,RR,186,8,8,3,46,37.2,86,216.27,0,0,12,16,2022
52,Riyan ParagRR,LSG,183,17,14,3,56*,16.64,132,138.63,0,1,11,10,2022
53,Krunal PandyaLSG,DC,183,14,13,4,42,20.33,145,126.2,0,0,16,4,2022
54,Axar PatelDC,KKR,182,13,10,6,42*,45.5,120,151.66,0,0,12,10,2022
55,Venkatesh IyerKKR,KKR,182,12,12,1,50*,16.55,169,107.69,0,1,17,7,2022
56,Rinku SinghKKR,KKR,174,7,7,2,42*,34.8,117,148.71,0,0,17,7,2022
57,Sam BillingsKKR,MI,169,8,8,1,36,24.14,138,122.46,0,0,9,10,2022
58,Dewald BrevisMI,LSG,161,7,7,0,49,23,113,142.47,0,0,14,11,2022
59,Ayush BadoniLSG,DC,161,13,11,3,54,20.13,130,123.84,0,1,11,7,2022
60,Lalit YadavDC,GT,161,12,8,1,48*,23,146,110.27,0,0,11,7,2022
61,Matthew WadeGT,LSG,157,10,10,0,35,15.7,138,113.76,0,0,23,2,2022
62,Marcus StoinisLSG,GT,156,11,10,2,38*,19.5,106,147.16,0,0,7,13,2022
63,Sai SudharsanGT,MI,145,5,5,1,65*,36.25,114,127.19,0,1,14,3,2022
64,Kieron PollardMI,KKR,144,11,11,1,25,14.4,134,107.46,0,0,6,9,2022
65,Ajinkya RahaneKKR,RCB,133,7,7,0,44,19,128,103.9,0,0,14,4,2022
66,Anuj RawatRCB,DC,129,8,8,0,66,16.13,118,109.32,0,1,10,7,2022
67,Shardul ThakurDC,PBKS,120,14,10,2,29*,15,87,137.93,0,0,7,7,2022
68,Shahrukh KhanPBKS,CSK,117,8,8,1,26,16.71,108,108.33,0,0,4,9,2022
69,Ravindra JadejaCSK,GT,116,10,10,4,26*,19.33,98,118.36,0,0,6,5,2022
70,Abhinav ManoharGT,SRH,108,8,7,1,43,18,75,144,0,0,14,3,2022
71,Washington SundarSRH,GT,101,9,7,0,40,14.43,69,146.37,0,0,9,3,2022
72,Rashid KhanGT,DC,91,16,8,4,40,22.75,44,206.81,0,0,3,9,2022
73,Sarfaraz KhanDC,LSG,91,6,5,2,36*,30.33,67,135.82,0,0,9,2,2022
74,Manish PandeyLSG,RCB,88,6,6,0,38,14.67,80,110,0,0,9,2,2022
75,Mahipal LomrorRCB,KKR,86,7,5,0,42,17.2,57,150.87,0,0,7,4,2022
76,Aaron FinchKKR,PBKS,86,5,5,0,58,17.2,61,140.98,0,1,10,3,2022
77,Rahul ChaharPBKS,LSG,77,13,8,2,25*,12.83,68,113.23,0,0,7,4,2022
78,Evin LewisLSG,KKR,73,6,5,2,55*,24.33,56,130.35,0,1,8,3,2022
79,Sunil NarineKKR,SRH,71,14,10,2,22,8.88,40,177.5,0,0,6,6,2022
80,Shashank SinghSRH,RCB,69,10,5,1,25*,17.25,47,146.8,0,0,5,4,2022
81,Suyash S PrabhudessaiRCB,KKR,67,5,5,0,34,13.4,59,113.55,0,0,7,2,2022
82,Pat CumminsKKR,MI,63,5,5,1,56*,15.75,24,262.5,0,1,5,6,2022
83,Jaydev UnadkatMI,SRH,59,5,5,2,19*,19.67,37,159.45,0,0,4,3,2022
84,Romario ShepherdSRH,LSG,58,3,3,1,26*,29,41,141.46,0,0,2,5,2022
85,Jason HolderLSG,KKR,58,12,8,2,16,9.67,44,131.81,0,0,2,6,2022
86,Umesh YadavKKR,PBKS,55,12,7,3,21,13.75,40,137.5,0,0,4,4,2022
87,Odean SmithPBKS,PBKS,51,6,6,3,25*,17,44,115.9,0,0,1,5,2022
88,Kagiso RabadaPBKS,DC,48,13,8,3,25,9.6,43,111.62,0,0,5,2,2022
89,Kuldeep YadavDC,SRH,48,14,7,6,16*,48,52,92.3,0,0,3,2,2022
90,Priyam GargSRH,MI,46,2,2,0,42,23,33,139.39,0,0,4,2,2022
91,Ramandeep SinghMI,CSK,45,5,4,2,14*,22.5,40,112.5,0,0,3,1,2022
92,Dwaine PretoriusCSK,LSG,44,6,5,1,22,11,28,157.14,0,0,3,3,2022
93,Dushmantha ChameeraLSG,RCB,43,12,8,4,17,10.75,28,153.57,0,0,3,3,2022
94,Harshal PatelRCB,MI,43,15,8,3,11,8.6,39,110.25,0,0,4,2,2022
95,Hrithik ShokeenMI,RR,43,5,3,1,25,21.5,48,89.58,0,0,5,0,2022
96,Trent BoultRR,CSK,40,16,8,6,17*,20,29,137.93,0,0,2,1,2022
97,Jagadeesan NarayanCSK,MI,40,2,2,1,39*,40,37,108.1,0,0,3,1,2022
98,Daniel SamsMI,RCB,38,11,10,3,15,5.43,36,105.55,0,0,1,3,2022
99,Wanindu HasarangaRCB,PBKS,38,16,7,0,18,5.43,43,88.37,0,0,4,1,2022
100,Rishi DhawanPBKS,RR,37,6,4,2,21*,18.5,40,92.5,0,0,4,2,2022
101,Daryl MitchellRR,RCB,33,2,2,0,17,16.5,44,75,0,0,1,0,2022
102,Sherfane RutherfordRCB,RR,33,3,2,0,28,16.5,50,66,0,0,1,1,2022
103,James NeeshamRR,RCB,31,2,2,0,17,15.5,27,114.81,0,0,3,0,2022
104,Mohammed SirajRCB,DC,30,15,5,3,14*,15,33,90.9,0,0,5,0,2022
105,Tim SeifertDC,SRH,24,2,2,0,21,12,19,126.31,0,0,4,0,2022
106,Bhuvneshwar KumarSRH,LSG,24,14,6,3,8,8,26,92.3,0,0,3,0,2022
107,Mohsin KhanLSG,CSK,23,9,3,2,13*,23,16,143.75,0,0,2,1,2022
108,Dwayne BravoCSK,KKR,23,10,6,4,12,11.5,24,95.83,0,0,1,1,2022
109,Sheldon JacksonKKR,LSG,23,5,5,1,8,5.75,26,88.46,0,0,0,1,2022
110,Avesh KhanLSG,RR,22,13,4,3,12,22,13,169.23,0,0,0,3,2022
111,Rassie van der DussenRR,PBKS,22,3,3,1,12*,11,24,91.66,0,0,2,0,2022
112,Harpreet BrarPBKS,CSK,22,5,3,0,14,7.33,25,88,0,0,1,2,2022
113,Mitchell SantnerCSK,PBKS,22,6,4,2,11,11,27,81.48,0,0,3,0,2022
114,Arshdeep SinghPBKS,KKR,21,14,6,3,10*,7,29,72.41,0,0,3,0,2022
115,B IndrajithKKR,LSG,21,3,3,0,15,7,30,70,0,0,2,0,2022
116,Manan VohraLSG,GT,19,2,1,0,19,19,11,172.72,0,0,1,2,2022
117,Vijay ShankarGT,DC,19,4,4,0,13,4.75,35,54.28,0,0,1,0,2022
118,Mandeep SinghDC,RCB,18,3,3,0,18,6,23,78.26,0,0,4,0,2022
119,Josh HazlewoodRCB,RCB,18,12,5,5,7*,-,26,69.23,0,0,1,0,2022
120,David WilleyRCB,RR,18,4,2,0,18,9,30,60,0,0,3,0,2022
121,Karun NairRR,PBKS,16,3,2,0,13,8,18,88.88,0,0,1,0,2022
122,Simran SinghPBKS,MI,14,1,1,0,14,14,11,127.27,0,0,2,0,2022
123,Anmolpreet SinghMI,MI,13,2,2,0,8,6.5,13,100,0,0,1,0,2022
124,Murugan AshwinMI,KKR,12,8,5,2,6,4,14,85.71,0,0,1,1,2022
125,Varun ChakaravarthyKKR,CSK,12,11,4,4,10*,-,18,66.66,0,0,2,0,2022
126,Chris JordanCSK,PBKS,11,4,2,1,6*,11,8,137.5,0,0,0,0,2022
127,Rajangad BawaPBKS,SRH,11,2,2,0,11,5.5,14,78.57,0,0,1,0,2022
128,Shreyas GopalSRH,SRH,9,1,1,1,9*,-,7,128.57,0,0,2,0,2022
129,Marco JansenSRH,RR,9,8,3,2,8*,9,7,128.57,0,0,0,1,2022
130,Obed McCoyRR,DC,8,7,1,0,8,8,5,160,0,0,0,1,2022
131,Srikar BharatDC,MI,8,2,2,0,8,4,7,114.28,0,0,2,0,2022
132,Fabian AllenMI,SRH,8,1,1,0,8,8,7,114.28,0,0,1,0,2022
133,Sean AbbottSRH,KKR,7,1,1,0,7,7,5,140,0,0,0,1,2022
134,Rasikh SalamKKR,SRH,7,2,1,0,7,7,6,116.66,0,0,1,0,2022
135,Kartik TyagiSRH,CSK,7,2,2,0,7,3.5,6,116.66,0,0,1,0,2022
136,Maheesh TheekshanaCSK,CSK,7,9,2,1,7*,7,7,100,0,0,0,1,2022
137,Simarjeet SinghCSK,DC,7,6,3,2,3*,7,8,87.5,0,0,0,0,2022
138,Ripal PatelDC,CSK,6,2,1,0,6,6,3,200,0,0,0,1,2022
139,Mukesh ChoudharyCSK,RR,6,13,2,1,4,6,6,100,0,0,1,0,2022
140,Prasidh KrishnaRR,KKR,6,17,3,2,4*,6,12,50,0,0,0,0,2022
141,Aman KhanKKR,GT,5,1,1,0,5,5,3,166.66,0,0,1,0,2022
142,Lockie FergusonGT,GT,5,13,3,1,5,2.5,4,125,0,0,1,0,2022
143,Alzarri JosephGT,RR,5,9,3,2,4*,5,7,71.42,0,0,0,0,2022
144,Yuzvendra ChahalRR,PBKS,5,17,2,1,5,5,8,62.5,0,0,0,0,2022
145,Vaibhav AroraPBKS,PBKS,5,5,4,2,2*,2.5,13,38.46,0,0,0,0,2022
146,Prerak MankadPBKS,LSG,4,1,1,1,4*,-,1,400,0,0,1,0,2022
147,Karan SharmaLSG,SRH,4,1,1,0,4,4,4,100,0,0,1,0,2022
148,Abdul SamadSRH,KKR,4,2,2,0,4,2,7,57.14,0,0,0,0,2022
149,Abhijeet TomarKKR,SRH,4,1,1,0,4,4,8,50,0,0,1,0,2022
150,Umran MalikSRH,DC,4,14,4,3,3*,4,8,50,0,0,0,0,2022
151,Mustafizur RahmanDC,MI,3,8,1,1,3*,-,5,60,0,0,0,0,2022
152,Kumar Kartikeya SinghMI,KKR,3,4,1,0,3,3,5,60,0,0,0,0,2022
153,Shivam MaviKKR,KKR,3,6,3,1,2,1.5,7,42.85,0,0,0,0,2022
154,Harshit RanaKKR,RR,2,2,2,1,2,2,2,100,0,0,0,0,2022
155,Navdeep SainiRR,MI,2,2,1,0,2,2,2,100,0,0,0,0,2022
156,Tristan StubbsMI,GT,2,2,2,0,2,1,4,50,0,0,0,0,2022
157,Pradeep SangwanGT,SRH,2,3,1,0,2,2,5,40,0,0,0,0,2022
158,Fazalhaq FarooqiSRH,SRH,2,3,1,1,2*,-,8,25,0,0,0,0,2022
159,Jagadeesha SuchithSRH,KKR,2,5,2,0,2,1,8,25,0,0,0,0,2022
160,Tim SoutheeKKR,RR,2,9,5,1,1*,0.5,12,16.66,0,0,0,0,2022
161,Nathan Coulter-NileRR,DC,1,1,1,1,1*,-,2,50,0,0,0,0,2022
162,Anrich NortjeDC,,1,6,1,1,1*,-,6,16.66,0,0,0,0,2022
1,Shubman GillGT,RCB,890,17,17,2,129,59.33,564,157.8,3,4,85,33,2023
2,Faf Du PlessisRCB,CSK,730,14,14,1,84,56.15,475,153.68,0,8,60,36,2023
3,Devon ConwayCSK,RCB,672,16,15,2,92*,51.69,481,139.7,0,6,77,18,2023
4,Virat KohliRCB,RR,639,14,14,2,101*,53.25,457,139.82,2,6,65,16,2023
5,Yashasvi JaiswalRR,MI,625,14,14,1,124,48.08,382,163.61,1,5,82,26,2023
6,Suryakumar YadavMI,CSK,605,16,16,2,103*,43.21,334,181.13,1,5,65,28,2023
7,Ruturaj GaikwadCSK,DC,590,16,15,1,92,42.14,400,147.5,0,4,46,30,2023
8,David WarnerDC,KKR,516,14,14,0,86,36.86,392,131.63,0,6,69,10,2023
9,Rinku SinghKKR,MI,474,14,14,6,67*,59.25,317,149.52,0,4,31,29,2023
10,Ishan KishanMI,MI,454,15,15,0,75,30.27,318,142.76,0,3,54,18,2023
11,Cameron GreenMI,SRH,452,16,16,7,100*,50.22,282,160.28,1,2,40,22,2023
12,Heinrich KlaasenSRH,CSK,448,12,11,2,104,49.78,253,177.07,1,2,32,25,2023
13,Shivam DubeCSK,KKR,418,16,14,3,52,38,264,158.33,0,3,12,35,2023
14,Nitish RanaKKR,LSG,413,14,14,1,75,31.77,293,140.95,0,3,39,20,2023
15,Marcus StoinisLSG,KKR,408,15,15,2,89*,31.38,272,150,0,3,28,27,2023
16,Venkatesh IyerKKR,RCB,404,14,14,0,104,28.86,277,145.84,1,2,32,21,2023
17,Glenn MaxwellRCB,RR,400,14,14,2,77,33.33,218,183.48,0,5,29,31,2023
18,Jos ButtlerRR,LSG,392,14,14,0,95,28,282,139,0,4,42,14,2023
19,Kyle MayersLSG,PBKS,379,13,13,0,73,29.15,263,144.1,0,4,38,22,2023
20,Shikhar DhawanPBKS,GT,373,11,11,2,99*,41.44,261,142.91,0,3,49,12,2023
21,Wriddhiman SahaGT,RR,371,17,17,1,81,23.19,287,129.26,0,2,47,8,2023
22,Sanju SamsonRR,GT,362,14,14,2,66*,30.17,236,153.38,0,3,25,24,2023
23,Sai SudharsanGT,LSG,362,8,8,1,96,51.71,256,141.4,0,3,33,12,2023
24,Nicholas PooranLSG,PBKS,358,15,15,3,62,29.83,207,172.94,0,2,26,26,2023
25,Simran SinghPBKS,GT,358,14,14,0,103,25.57,238,150.42,1,1,38,19,2023
26,Hardik PandyaGT,MI,346,16,15,4,66,31.45,253,136.75,0,2,26,15,2023
27,Tilak VarmaMI,MI,343,11,11,3,84*,42.88,209,164.11,0,1,26,23,2023
28,Rohit SharmaMI,CSK,332,16,16,0,65,20.75,250,132.8,0,2,35,17,2023
29,Ajinkya RahaneCSK,PBKS,326,14,11,1,71*,32.6,189,172.48,0,2,24,16,2023
30,Jitesh SharmaPBKS,GT,309,14,14,1,49*,23.77,198,156.06,0,0,22,21,2023
31,Vijay ShankarGT,RR,301,14,10,2,63*,37.63,188,160.1,0,3,27,15,2023
32,Shimron HetmyerRR,KKR,300,14,13,5,56*,37.5,197,152.28,0,1,12,23,2023
33,Jason RoyKKR,DC,285,8,8,0,61,35.63,188,151.59,0,2,36,12,2023
34,Axar PatelDC,PBKS,283,14,13,3,54,28.3,203,139.4,0,1,21,15,2023
35,Liam LivingstonePBKS,PBKS,279,9,9,1,94,34.88,171,163.15,0,2,20,19,2023
36,Sam CurranPBKS,LSG,276,14,13,3,55,27.6,203,135.96,0,1,20,13,2023
37,K L RahulLSG,SRH,274,9,9,1,74,34.25,242,113.22,0,2,28,4,2023
38,Rahul TripathiSRH,SRH,273,13,13,1,74*,22.75,213,128.16,0,1,29,10,2023
39,Mayank AgarwalSRH,RR,270,10,10,0,83,27,210,128.57,0,1,29,6,2023
40,Devdutt PadikkalRR,GT,261,11,11,1,52,26.1,200,130.5,0,2,31,6,2023
41,David MillerGT,SRH,259,16,13,5,46,32.38,178,145.5,0,0,18,13,2023
42,Aiden MarkramSRH,MI,248,13,13,2,50,22.55,197,125.88,0,1,18,8,2023
43,Nehal WaderaMI,LSG,241,14,10,1,64,26.78,166,145.18,0,2,23,12,2023
44,Ayush BadoniLSG,MI,238,15,12,2,59*,23.8,172,138.37,0,1,13,12,2023
45,Tim DavidMI,KKR,231,16,15,6,45*,25.67,146,158.21,0,0,12,15,2023
46,Andre RussellKKR,KKR,227,14,14,3,42,20.64,156,145.51,0,0,13,18,2023
47,Rahmanullah GurbazKKR,SRH,227,11,11,0,81,20.64,170,133.52,0,2,17,15,2023
48,Abhishek SharmaSRH,DC,226,11,11,0,67,20.55,157,143.94,0,2,28,6,2023
49,Phil SaltDC,DC,218,9,9,1,87,27.25,133,163.9,0,2,24,10,2023
50,Rilee RossouwDC,CSK,209,9,9,2,82*,29.86,141,148.22,0,1,17,11,2023
51,Ravindra JadejaCSK,SRH,190,16,12,4,25*,23.75,133,142.85,0,0,11,9,2023
52,Harry BrookSRH,LSG,190,11,11,2,100*,21.11,154,123.37,1,0,23,4,2023
53,Krunal PandyaLSG,PBKS,188,15,14,4,49*,18.8,165,113.93,0,0,15,6,2023
54,Atharva TaidePBKS,SRH,186,7,7,0,66,26.57,129,144.18,0,2,20,6,2023
55,Abdul SamadSRH,DC,169,9,8,4,37*,42.25,128,132.03,0,0,10,11,2023
56,Manish PandeyDC,CSK,160,10,9,0,50,17.78,146,109.58,0,1,15,3,2023
57,Ambati RayuduCSK,PBKS,158,16,12,2,27*,15.8,113,139.82,0,0,10,9,2023
58,Shahrukh KhanPBKS,RR,156,14,13,6,41*,22.29,94,165.95,0,0,13,9,2023
59,Dhruv JurelRR,LSG,152,13,11,4,34*,21.71,88,172.72,0,0,11,9,2023
60,Quinton De KockLSG,RCB,143,4,4,0,70,35.75,102,140.19,0,1,10,8,2023
61,Dinesh KarthikRCB,PBKS,140,13,13,1,30,11.67,104,134.61,0,0,13,5,2023
62,Sikandar RazaPBKS,RCB,139,7,7,2,57,27.8,98,141.83,0,1,10,6,2023
63,Mahipal LomrorRCB,GT,135,12,10,2,54*,16.88,97,139.17,0,1,9,8,2023
64,Rashid KhanGT,DC,130,17,9,5,79*,32.5,60,216.66,0,1,8,13,2023
65,Mitchell MarshDC,CSK,128,9,9,0,63,14.22,97,131.95,0,1,11,7,2023
66,Moeen AliCSK,PBKS,124,15,10,3,23,17.71,91,136.26,0,0,12,6,2023
67,Matthew ShortPBKS,GT,117,6,6,0,36,19.5,92,127.17,0,0,15,4,2023
68,Abhinav ManoharGT,KKR,114,9,6,0,42,19,83,137.34,0,0,6,7,2023
69,Shardul ThakurKKR,DC,113,11,10,2,68,14.13,70,161.42,0,1,13,4,2023
70,Aman KhanDC,DC,110,11,9,1,51,13.75,101,108.91,0,1,7,6,2023
71,Prithvi ShawDC,SRH,106,8,8,0,54,13.25,85,124.7,0,1,16,1,2023
72,Anmolpreet SinghSRH,CSK,105,4,4,0,36,26.25,82,128.04,0,0,15,2,2023
73,MS DhoniCSK,LSG,104,16,12,8,32*,26,57,182.45,0,0,3,10,2023
74,Prerak MankadLSG,RCB,93,5,5,2,64*,31,72,129.16,0,1,12,2,2023
75,Anuj RawatRCB,KKR,91,9,7,4,29*,30.33,71,128.16,0,0,6,4,2023
76,Jagadeesan NarayanKKR,GT,89,6,6,0,36,14.83,81,109.87,0,0,14,1,2023
77,Rahul TewatiaGT,LSG,87,17,10,6,20*,21.75,57,152.63,0,0,3,7,2023
78,Deepak HoodaLSG,RR,84,12,12,1,17,7.64,90,93.33,0,0,3,2,2023
79,Riyan ParagRR,PBKS,78,7,7,1,20,13,66,118.18,0,0,4,5,2023
80,Harpreet BhatiaPBKS,PBKS,76,3,3,0,41,25.33,59,128.81,0,0,8,3,2023
81,Bhanuka RajapaksaPBKS,SRH,71,4,4,1,50,23.67,62,114.51,0,1,6,2,2023
82,Vivrant SharmaSRH,RR,69,3,1,0,69,69,47,146.8,0,1,9,2,2023
83,Ravichandran AshwinRR,DC,67,13,10,4,30,11.17,51,131.37,0,0,5,3,2023
84,Lalit YadavDC,LSG,66,6,6,1,38,13.2,59,111.86,0,0,8,0,2023
85,Krishnappa GowthamLSG,SRH,61,7,7,3,23,15.25,37,164.86,0,0,2,5,2023
86,Washington SundarSRH,RCB,60,7,5,1,24*,15,60,100,0,0,6,0,2023
87,Michael BracewellRCB,DC,58,5,4,2,26,29,47,123.4,0,0,6,1,2023
88,Sarfaraz KhanDC,PBKS,53,4,4,0,30,13.25,62,85.48,0,0,4,1,2023
89,Harpreet BrarPBKS,DC,52,13,8,2,17*,8.67,41,126.82,0,0,5,2,2023
90,Ripal PatelDC,RCB,49,5,4,1,23,16.33,43,113.95,0,0,3,1,2023
91,Shahbaz AhmedRCB,SRH,42,10,6,2,20*,10.5,39,107.69,0,0,3,1,2023
92,Bhuvneshwar KumarSRH,SRH,42,14,6,3,27,14,47,89.36,0,0,4,0,2023
93,Glenn PhillipsSRH,SRH,39,5,5,0,25,7.8,22,177.27,0,0,2,4,2023
94,Marco JansenSRH,DC,39,8,6,3,17*,13,43,90.69,0,0,4,0,2023
95,Anrich NortjeDC,MI,37,10,7,4,23*,12.33,29,127.58,0,0,6,0,2023
96,Vishnu VinodMI,RCB,37,3,3,0,30,12.33,31,119.35,0,0,2,2,2023
97,Suyash S PrabhudessaiRCB,RCB,35,5,4,0,19,8.75,29,120.68,0,0,1,2,2023
98,David WilleyRCB,RCB,35,4,3,3,20*,-,32,109.37,0,0,4,0,2023
99,Wanindu HasarangaRCB,DC,33,8,5,3,12*,16.5,28,117.85,0,0,3,0,2023
100,Abishek PorelDC,DC,33,4,4,0,20,8.25,31,106.45,0,0,1,2,2023
101,Kuldeep YadavDC,GT,31,14,10,8,10*,15.5,48,64.58,0,0,2,0,2023
102,Dasun ShanakaGT,MI,26,3,3,1,17,13,26,100,0,0,2,1,2023
103,Piyush ChawlaMI,MI,25,16,4,2,18,12.5,22,113.63,0,0,1,1,2023
104,Tristan StubbsMI,MI,25,2,2,0,20,12.5,31,80.64,0,0,2,0,2023
105,Hrithik ShokeenMI,KKR,23,8,3,2,18*,23,17,135.29,0,0,4,0,2023
106,Anukul RoyKKR,SRH,23,4,4,2,13*,11.5,19,121.05,0,0,3,0,2023
107,Adil RashidSRH,DC,22,2,2,0,18,11,16,137.5,0,0,2,1,2023
108,Priyam GargDC,KKR,22,2,2,0,12,11,23,95.65,0,0,1,0,2023
109,David WieseKKR,SRH,21,3,3,2,12*,21,11,190.9,0,0,0,3,2023
110,Mayank MarkandeSRH,KKR,21,10,3,3,18*,-,13,161.53,0,0,2,1,2023
111,Sunil NarineKKR,PBKS,21,14,10,3,7*,3,25,84,0,0,2,1,2023
112,Rishi DhawanPBKS,LSG,20,6,3,1,19,10,12,166.66,0,0,1,1,2023
113,Ravi BishnoiLSG,SRH,20,15,7,4,5,6.67,27,74.07,0,0,1,0,2023
114,Umran MalikSRH,KKR,19,8,2,1,19*,19,8,237.5,0,0,1,2,2023
115,Umesh YadavKKR,LSG,19,8,5,3,6*,9.5,18,105.55,0,0,1,0,2023
116,Amit MishraLSG,MI,19,7,1,0,19,19,30,63.33,0,0,2,0,2023
117,Arshad KhanMI,RCB,18,6,3,1,15*,9,15,120,0,0,0,1,2023
118,Akash DeepRCB,SRH,17,2,1,0,17,17,8,212.5,0,0,2,1,2023
119,Akeal HoseinSRH,RR,16,1,1,1,16*,-,10,160,0,0,1,1,2023
120,Trent BoultRR,DC,16,10,4,3,15,16,14,114.28,0,0,1,1,2023
121,Praveen DubeyDC,LSG,16,1,1,0,16,16,20,80,0,0,2,0,2023
122,Naveen-Ul-HaqLSG,DC,16,8,3,2,13,16,21,76.19,0,0,2,0,2023
123,Yash DhullDC,CSK,16,4,3,0,13,5.33,23,69.56,0,0,1,0,2023
124,Ben StokesCSK,KKR,15,2,2,0,8,7.5,14,107.14,0,0,2,0,2023
125,Mandeep SinghKKR,MI,14,3,3,0,12,4.67,16,87.5,0,0,0,1,2023
126,Arjun TendulkarMI,RCB,13,4,1,0,13,13,9,144.44,0,0,0,1,2023
127,Vyshak VijaykumarRCB,RCB,13,7,2,1,13*,13,9,144.44,0,0,0,1,2023
128,Kedar JadhavRCB,RR,12,2,1,1,12*,-,10,120,0,0,1,0,2023
129,Jason HolderRR,LSG,12,8,3,1,11,6,11,109.09,0,0,0,1,2023
130,Karan SharmaLSG,LSG,12,2,2,0,9,6,21,57.14,0,0,0,0,2023
131,Mark WoodLSG,SRH,11,4,2,1,10*,11,5,220,0,0,1,1,2023
132,Sanvir SinghSRH,LSG,11,2,2,1,7,11,9,122.22,0,0,1,1,2023
133,Manan VohraLSG,RR,10,1,1,0,10,10,11,90.9,0,0,1,0,2023
134,Joe RootRR,RR,10,3,1,0,10,10,15,66.66,0,0,1,0,2023
135,Adam ZampaRR,LSG,10,6,3,0,7,3.33,16,62.5,0,0,0,0,2023
136,Jaydev UnadkatLSG,GT,9,3,1,0,9,9,7,128.57,0,0,1,0,2023
137,Noor AhmadGT,DC,8,13,3,1,7*,4,9,88.88,0,0,1,0,2023
138,Mukesh KumarDC,DC,7,10,3,3,6*,-,9,77.77,0,0,0,0,2023
139,Rovman PowellDC,GT,7,3,3,0,4,2.33,9,77.77,0,0,1,0,2023
140,Alzarri JosephGT,RCB,7,7,2,2,7*,-,12,58.33,0,0,1,0,2023
141,Harshal PatelRCB,MI,6,13,2,0,6,3,6,100,0,0,0,1,2023
142,Kumar Kartikeya SinghMI,MI,6,8,1,0,6,6,7,85.71,0,0,1,0,2023
143,Jason BehrendorffMI,MI,6,12,2,2,3*,-,9,66.66,0,0,0,0,2023
144,Chris JordanMI,GT,6,6,2,0,4,3,12,50,0,0,0,0,2023
145,Mohammad ShamiGT,KKR,5,17,2,0,5,2.5,6,83.33,0,0,1,0,2023
146,Litton DasKKR,MI,4,1,1,0,4,4,4,100,0,0,1,0,2023
147,Jofra ArcherMI,DC,4,5,2,2,3*,-,4,100,0,0,0,0,2023
148,Chetan SakariyaDC,KKR,4,2,2,1,4,4,6,66.66,0,0,1,0,2023
149,Vaibhav AroraKKR,RCB,3,5,2,2,2*,-,2,150,0,0,0,0,2023
150,Karn SharmaRCB,PBKS,3,7,2,0,2,1.5,5,60,0,0,0,0,2023
151,Arshdeep SinghPBKS,CSK,2,14,2,2,2*,-,2,100,0,0,0,0,2023
152,Mitchell SantnerCSK,LSG,2,3,2,2,1*,-,4,50,0,0,0,0,2023
